customer_id,name,age,income,loan_amount,emi_amount,join_date,is_delinquent
1202,Teresa Haynes,41,50902.45,164310.67,2738.51,2024-03-21,0
1203,James Davis,23,47460.08,172621.52,2877.03,2025-02-16,0
1204,Kimberly Johnson,26,85471.39,219444.74,3657.41,2024-07-22,0
1205,Whitney Garcia,40,64706.49,233289.24,3888.15,2024-10-16,0
1206,Matthew Mcclure,50,45813.81,151374.47,2522.91,2024-06-18,0
1207,Oscar Ramos,57,40592.71,96729.97,1612.17,2024-04-08,0
1208,Ryan Johnson,36,72936.5,231227.23,3853.79,2024-11-02,0
1209,Thomas Lin,25,67747.76,236202.45,3936.71,2024-08-18,0
1210,Kimberly Nelson,43,67017.4,270792.84,4513.21,2024-08-09,0
1211,Travis Ryan,55,42048.17,144933.69,2415.56,2024-10-05,0
1212,Lynn Fields,52,59175.28,163743.26,2729.05,2024-09-25,0
1213,Mark Ferguson,42,69078.36,245761.23,4096.02,2025-02-05,0
1214,Joshua Ballard,53,53854.7,180745.05,3012.42,2024-08-08,0
1215,Jason Moore,23,40287.81,156450.77,2607.51,2024-02-23,0
1216,Robert Charles,53,83096.11,295236.53,4920.61,2024-07-01,0
1217,Joseph Watts,52,54415.21,175143.87,2919.06,2024-08-28,0
1218,Karen Smith,42,73920.68,241825.16,4030.42,2024-08-04,0
1219,Linda Robles,28,45715.25,121671.25,2027.85,2024-09-18,0
1220,Jason Castro,40,68794.99,192759.22,3212.65,2024-07-21,0
1221,Miguel Brewer,33,73505.98,237101.82,3951.7,2025-01-05,0
1222,Dennis Henderson,53,44905.96,126994.59,2116.58,2024-05-22,0
1223,Rebecca Austin,54,70933.64,176012.4,2933.54,2024-11-14,0
1224,Dominique Paul,58,80558.04,269676.21,4494.6,2024-12-29,0
1225,Cole Jones,41,42527.84,140535.34,2342.26,2024-04-12,0
1226,Mark Williamson,37,50142.75,159011.46,2650.19,2024-06-03,0
1227,Katherine Flores,23,55707.47,108215.48,1803.59,2024-04-18,0
1228,Joseph Lopez,47,45001.5,129667.6,2161.13,2024-03-29,0
1229,Calvin Gonzales,57,43937.21,173802.84,2896.71,2024-02-22,0
1230,Chris Snyder,52,51812.36,132892.07,2214.87,2024-06-30,0
1231,Richard Jimenez,36,53694.62,194849.57,3247.49,2024-07-12,0
1232,Rick Rivera,45,62770.66,217748.77,3629.15,2025-01-11,0
1233,Brianna Adams,58,70751.98,137727.15,2295.45,2024-07-20,0
1234,John Lee,33,34971.01,123425.43,2057.09,2025-01-10,0
1235,James Smith,57,61996.6,181890.49,3031.51,2024-12-13,0
1236,Janice Proctor,57,73216.85,245345.12,4089.09,2024-05-24,0
1237,Amanda Murray,57,36117.85,124140.25,2069.0,2024-12-14,0
1238,Maxwell Clark,44,79561.33,311831.42,5197.19,2024-07-19,0
1239,Emily Morris,35,69789.7,169669.67,2827.83,2024-10-20,0
1240,Natasha Dunn,33,51534.34,152771.16,2546.19,2024-04-06,0
1241,Mark Gonzalez,35,77475.48,184174.95,3069.58,2025-01-28,0
1242,Melvin Mcpherson,26,58749.1,82606.77,1376.78,2024-05-20,0
1243,Erika Jackson,35,56764.99,145518.16,2425.3,2024-06-05,0
1244,Jennifer Sanchez,40,46255.89,170116.28,2835.27,2024-03-06,0
1245,Melissa Barker,52,79982.84,249010.26,4150.17,2024-04-19,0
1246,Brandon Moore,48,81273.61,179256.32,2987.61,2024-03-25,0
1247,Gina Booker,41,55048.2,159318.66,2655.31,2024-12-09,0
1248,Amy Newman,37,48064.65,139775.68,2329.59,2024-11-17,0
1249,Ashley Freeman,22,51570.81,180875.47,3014.59,2024-06-21,0
1250,Dr. Nicole Trujillo,27,85145.9,215184.68,3586.41,2024-08-07,0
1251,Alison Gray,54,84873.11,287986.88,4799.78,2024-11-26,0
1252,Steven Washington,48,46246.09,146290.82,2438.18,2024-08-06,0
1253,Kimberly Henry,41,62843.46,157335.98,2622.27,2024-09-26,0
1254,Gregory Oconnor,40,67980.09,216233.15,3603.89,2024-06-04,0
1255,Linda Valencia,34,71175.46,264752.99,4412.55,2024-04-21,0
1256,Christopher Phillips,49,76870.44,258681.6,4311.36,2024-05-31,0
1257,Jordan Parsons,43,91290.71,227553.07,3792.55,2024-09-02,0
1258,Cody Smith,29,48909.74,129078.01,2151.3,2025-01-16,0
1259,Manuel Flores,49,98320.29,263390.49,4389.84,2024-03-14,0
1260,Kimberly Hughes,33,70089.12,252399.29,4206.65,2024-09-09,0
1261,Pamela Moore,32,48739.47,145127.61,2418.79,2024-06-07,0
1262,Martin Rodriguez,59,76558.16,247863.46,4131.06,2024-09-09,0
1263,Amanda Pace,27,33654.58,103969.95,1732.83,2024-04-28,0
1264,Christina Washington,49,47434.36,116702.93,1945.05,2024-03-28,0
1265,Martin Price,28,83847.58,275609.98,4593.5,2024-08-27,0
1266,Meredith Scott,46,52212.64,213132.19,3552.2,2024-07-10,0
1267,Mitchell Smith,33,75160.53,253630.86,4227.18,2025-02-10,0
1268,John Preston,45,70591.18,203207.96,3386.8,2024-03-21,0
1269,Mark Ward,25,52275.61,179594.84,2993.25,2024-12-03,0
1270,Jennifer Wood,32,81388.42,220601.47,3676.69,2024-11-20,0
1271,Luis Rice,44,72271.91,140682.68,2344.71,2024-11-30,0
1272,Eric Blackburn,47,71562.71,151721.56,2528.69,2024-09-07,0
1273,Neil Schmidt,54,57881.66,212433.87,3540.56,2024-05-02,0
1274,Matthew Hudson,51,41239.56,124171.16,2069.52,2024-04-28,0
1275,Kristin Reese,51,45330.3,135951.65,2265.86,2024-12-12,0
1276,Heather Ellis,59,64621.28,192882.07,3214.7,2024-11-03,0
1277,Brian Sparks,59,83752.16,204448.28,3407.47,2024-09-19,0
1278,George Moore,28,25876.7,62187.63,1036.46,2024-10-08,0
1279,Harold Edwards,31,66007.22,202347.28,3372.45,2024-06-24,0
1280,Jennifer Schultz,59,96668.74,263795.34,4396.59,2025-01-04,0
1281,Lisa Hart,55,53970.19,181619.46,3026.99,2024-05-12,0
1282,Joshua Garner,47,61627.82,172008.23,2866.8,2024-07-07,0
1283,Jillian Sanders,29,48460.35,139049.0,2317.48,2024-11-27,0
1284,Duane Smith,48,76588.51,208169.58,3469.49,2024-04-11,0
1285,Elizabeth Evans MD,49,43633.06,137179.42,2286.32,2025-01-16,0
1286,Raymond Harding,52,48438.94,134653.07,2244.22,2025-01-03,0
1287,Juan Hawkins,47,48655.15,150163.18,2502.72,2025-02-12,0
1288,Anna Stevens,51,64147.44,85332.13,1422.2,2024-04-19,0
1289,Jacob Perkins,33,59312.08,153284.04,2554.73,2024-05-19,0
1290,Eric Duncan,28,67371.44,221307.11,3688.45,2024-09-27,0
1291,Morgan Cummings,47,42484.1,152480.28,2541.34,2024-12-22,0
1292,Mr. Steven Warner,52,66539.63,115371.53,1922.86,2025-01-02,0
1293,Linda Evans,30,67927.77,247304.38,4121.74,2024-11-28,0
1294,Jane Deleon,36,65407.73,148050.84,2467.51,2025-02-11,0
1295,Hannah Montoya,39,55546.55,168552.17,2809.2,2024-07-29,0
1296,Barbara Townsend,59,72611.02,225377.44,3756.29,2024-12-05,0
1297,Lindsey Smith,52,55598.92,126503.67,2108.39,2024-12-16,0
1298,Amy Warren,39,66387.65,213044.8,3550.75,2024-06-22,0
1299,Brittany Shaw,45,60391.91,128787.93,2146.47,2024-05-14,0
1300,Michael Osborn,27,79037.59,245528.3,4092.14,2024-08-10,0
1301,Laura Davis,42,23487.35,52726.4,878.77,2024-08-04,0
1302,James Anderson,35,67833.76,200180.3,3336.34,2024-03-22,0
1303,Patrick Kelley,30,55533.04,133926.16,2232.1,2024-05-30,0
1304,Jonathan Ayala,53,67486.35,221471.98,3691.2,2024-04-09,0
1305,Karen Gonzalez,36,62356.63,225488.24,3758.14,2024-07-21,0
1306,Christina Gilbert,50,66466.81,178287.53,2971.46,2024-11-30,0
1307,Dana Adams,59,51926.46,152252.15,2537.54,2024-08-04,0
1308,Thomas Davis,29,20000.0,80529.72,1342.16,2024-11-05,0
1309,Jacob Lee,25,47566.09,127912.31,2131.87,2024-07-01,0
1310,Allison Torres,24,75833.17,331797.53,5529.96,2024-07-03,0
1311,Wanda Ramos,34,62350.41,218960.01,3649.33,2024-04-15,0
1312,Thomas Hall,43,69125.48,225498.58,3758.31,2024-11-11,0
1313,Peter Farrell,22,91555.1,301966.9,5032.78,2024-04-02,0
1314,Dana Oliver,29,73676.48,157174.63,2619.58,2024-04-16,0
1315,Samantha Smith,33,53181.78,153731.15,2562.19,2024-11-14,0
1316,Elizabeth Ruiz,57,71774.86,255384.84,4256.41,2024-06-26,0
1317,Joshua Harris,39,64787.4,198606.45,3310.11,2024-09-09,0
1318,Kimberly Dean,49,74552.95,178743.1,2979.05,2024-04-13,0
1319,Mary Bennett,30,43297.21,168213.29,2803.55,2025-02-04,0
1320,Amanda Jackson,54,54580.34,161989.42,2699.82,2024-06-08,0
1321,Michael Nelson,51,67935.24,205740.33,3429.01,2024-08-17,0
1322,Alejandra Price,41,40714.76,121384.7,2023.08,2024-06-03,0
1323,Susan Ward,23,67442.99,184277.29,3071.29,2024-03-31,0
1324,Sean Banks,33,45979.82,142800.85,2380.01,2024-05-18,0
1325,Katie Mckinney,32,57252.74,161547.96,2692.47,2025-02-04,0
1326,Sean Schmidt,47,53066.14,183280.32,3054.67,2024-05-01,0
1327,Walter Castro,45,60678.34,183588.32,3059.81,2024-11-21,0
1328,David Moreno,43,37090.56,79705.12,1328.42,2024-06-27,0
1329,Patrick Smith DDS,39,67503.61,184500.86,3075.01,2024-07-06,0
1330,Cynthia Good,54,50930.07,173817.36,2896.96,2024-08-31,0
1331,Antonio Scott,58,66521.55,215377.84,3589.63,2024-07-18,0
1332,Robin Johnson,56,48066.64,154399.52,2573.33,2024-09-21,0
1333,Courtney Peterson,44,89527.14,248349.67,4139.16,2024-07-20,0
1334,Anita Reyes,49,49990.38,152564.96,2542.75,2024-11-08,0
1335,Lori Perez,29,45515.03,173620.87,2893.68,2024-05-22,0
1336,Jessica Edwards,44,80521.48,194510.06,3241.83,2024-10-11,0
1337,Joshua Clark,39,69781.83,213962.88,3566.05,2024-04-12,0
1338,Melinda Harris,44,42295.75,132460.7,2207.68,2024-04-12,0
1339,Michael Mills,45,44050.31,116419.55,1940.33,2024-04-11,0
1340,Terry Carrillo,41,78070.12,209848.63,3497.48,2024-10-30,0
1341,Sylvia Stewart,52,44363.08,160293.17,2671.55,2024-09-22,0
1342,Michelle White,34,60913.94,139888.88,2331.48,2025-01-10,0
1343,Monica Cannon,49,32100.98,86586.85,1443.11,2025-01-25,0
1344,Tonya Turner,46,65200.65,277479.51,4624.66,2024-12-04,0
1345,Stephanie Mahoney,32,47841.53,101995.85,1699.93,2024-06-04,0
1346,Cole Anderson,32,74908.95,190710.46,3178.51,2024-02-29,0
1347,Lisa Adams,56,69608.14,213108.04,3551.8,2024-09-26,0
1348,Linda Hall,45,46659.72,172134.33,2868.91,2024-02-29,0
1349,Michael Woods,57,74375.79,225048.53,3750.81,2024-09-01,0
1350,Julie Banks,55,59344.99,124951.19,2082.52,2024-04-30,0
1351,Katherine Taylor,40,63365.09,218736.85,3645.61,2024-05-04,0
1352,Jason Novak,30,66631.19,240576.28,4009.6,2025-02-12,0
1353,Jason Newton,55,40949.08,128722.53,2145.38,2024-05-07,0
1354,Andrea Ho,39,67761.33,184056.55,3067.61,2024-08-07,0
1355,Katherine Nguyen,27,67838.43,141280.04,2354.67,2024-08-14,0
1356,Jessica Parsons,52,49667.51,152547.51,2542.46,2024-10-12,0
1357,Jamie Edwards,39,61068.81,143709.94,2395.17,2024-10-13,0
1358,Laura Herrera,30,49214.9,109181.05,1819.68,2024-10-25,0
1359,Rachel Meyer,30,36165.79,135262.02,2254.37,2024-08-12,0
1360,Shawn Rich,38,43311.33,107622.02,1793.7,2024-05-24,0
1361,Jennifer Moss,41,58389.68,204346.92,3405.78,2024-09-22,0
1362,Phillip Estes,50,62666.77,192442.16,3207.37,2024-05-02,0
1363,James Torres,29,45399.32,159059.54,2650.99,2025-01-05,0
1364,Christopher Phillips,30,38878.45,137665.21,2294.42,2025-02-09,0
1365,Jose Thomas,58,54107.97,125451.73,2090.86,2025-01-06,0
1366,Ann Mason,28,71731.95,186829.47,3113.82,2024-04-28,0
1367,Teresa Horton,44,47898.8,103157.69,1719.29,2024-04-11,0
1368,Frank Johnson,42,78191.77,253364.74,4222.75,2024-08-13,0
1369,Michelle Harris,26,57313.6,183283.73,3054.73,2024-08-13,0
1370,Fred Wong,41,71401.78,251848.79,4197.48,2024-11-21,0
1371,Michelle Martinez,23,45212.94,129215.08,2153.58,2024-04-03,0
1372,Madison Miller,49,58875.66,190920.5,3182.01,2024-11-19,0
1373,Richard Hunt,56,60333.06,136928.14,2282.14,2024-04-21,0
1374,James Tate,26,88466.51,223471.15,3724.52,2025-02-07,0
1375,Seth Huffman,40,52479.46,120228.87,2003.81,2024-04-21,0
1376,Cassidy Joseph,45,72321.82,218614.99,3643.58,2024-07-30,0
1377,Nicholas Woodward,56,67263.86,219742.49,3662.37,2024-06-10,0
1378,Autumn Anderson,59,54913.17,174900.12,2915.0,2024-05-07,0
1379,Preston Smith,46,57147.63,173064.24,2884.4,2024-08-30,0
1380,Kimberly Smith,29,55993.1,180945.49,3015.76,2025-01-26,0
1381,Daniel Keller MD,40,62725.11,164374.14,2739.57,2024-08-08,0
1382,Kyle Sanchez,34,54339.87,182508.16,3041.8,2024-09-18,0
1383,Mark Wilkins,57,64688.43,207232.8,3453.88,2024-05-09,0
1384,Charles Delgado,44,66671.61,172491.0,2874.85,2024-03-04,0
1385,Andrew Lane,38,53558.02,184321.16,3072.02,2024-10-10,0
1386,Thomas Williams,55,42904.62,144122.51,2402.04,2024-07-29,0
1387,Candace Mitchell DDS,42,59784.68,175464.37,2924.41,2024-11-16,0
1388,Rachel Thompson,29,43588.27,147239.02,2453.98,2024-08-13,0
1389,Heather Johnson,43,54111.86,181061.52,3017.69,2024-12-13,0
1390,Jacob Gray,25,75441.86,259230.13,4320.5,2024-03-16,0
1391,Sarah Brown,28,82110.7,301000.91,5016.68,2024-08-19,0
1392,Michael Hill,59,56944.09,222267.48,3704.46,2024-09-10,0
1393,Daniel Clark,54,68087.16,237568.7,3959.48,2024-03-12,0
1394,Nicholas Fuller,38,69046.42,177776.05,2962.93,2024-03-24,0
1395,Mr. Timothy Andersen,53,79130.86,231389.93,3856.5,2024-06-09,0
1396,Ryan Green,52,48520.8,87398.12,1456.64,2024-09-29,0
1397,Heather Anderson DDS,44,53510.98,139365.38,2322.76,2024-09-07,0
1398,Kathleen Morton,36,36712.29,126616.24,2110.27,2025-01-27,0
1399,Michelle Krause,57,56942.39,154248.18,2570.8,2024-02-19,0
1400,John Robles,34,71386.36,177106.4,2951.77,2024-12-01,0
1401,Rebecca Duarte,53,74947.87,197500.21,3291.67,2024-07-28,0
1402,Gregory Shaffer,55,58671.31,179853.78,2997.56,2024-05-11,0
1403,Curtis Campbell,50,38461.36,90080.05,1501.33,2024-12-21,0
1404,Eric Pierce,50,20000.0,69425.45,1157.09,2024-12-12,0
1405,Michael Peterson,48,49933.87,146574.75,2442.91,2024-11-26,0
1406,Toni Collier,35,57278.26,168789.38,2813.16,2024-05-04,0
1407,George Chambers,41,61333.71,217486.0,3624.77,2025-02-08,0
1408,Andrew Taylor,56,80989.25,227501.55,3791.69,2024-04-19,0
1409,Stephanie Herrera,37,47362.54,151635.7,2527.26,2024-06-28,0
1410,Robert Reilly,42,72870.21,188435.21,3140.59,2024-03-11,0
1411,Elizabeth Hardy,38,78295.66,266052.28,4434.2,2024-06-20,0
1412,Alicia Ray,41,59958.75,180507.62,3008.46,2024-06-26,0
1413,Stacy Gomez,23,48045.91,207753.97,3462.57,2024-04-16,0
1414,Andre Terrell,50,67182.28,224374.56,3739.58,2024-10-19,0
1415,Carol Obrien,54,64825.18,199922.79,3332.05,2024-05-01,0
1416,Sharon Walton,39,44465.66,158010.15,2633.5,2024-11-18,0
1417,Michelle Nelson,54,61913.14,178830.81,2980.51,2024-03-23,0
1418,David Hayes DVM,57,51211.08,162060.2,2701.0,2024-05-12,0
1419,Carrie Brooks,45,71440.04,185215.82,3086.93,2024-03-04,0
1420,Susan Wallace,39,58402.68,161956.69,2699.28,2024-02-28,0
1421,Susan Moore,38,84930.16,240681.13,4011.35,2024-06-30,0
1422,Morgan Mills,39,64160.38,191766.43,3196.11,2024-12-16,0
1423,Randy Garcia,50,63724.11,139377.39,2322.96,2025-02-17,0
1424,Wendy Harris,33,45369.51,165678.29,2761.3,2024-03-04,0
1425,Miguel Boyd,43,39912.57,122925.59,2048.76,2024-02-20,0
1426,Andrew Charles,56,33433.97,108184.68,1803.08,2025-01-22,0
1427,John Williams,32,46518.49,92968.39,1549.47,2024-09-08,0
1428,Nichole Johnson,55,59761.23,206654.64,3444.24,2024-12-09,0
1429,Steven Flores,39,53158.41,185127.71,3085.46,2024-05-03,0
1430,Joseph Mejia,35,44155.08,109096.08,1818.27,2024-11-05,0
1431,Chase Hill,43,73634.4,237816.67,3963.61,2024-02-24,0
1432,Kristin Garcia,55,45243.09,158142.65,2635.71,2024-09-16,0
1433,Fernando Thomas,58,62715.94,229015.97,3816.93,2024-11-18,0
1434,Laura Jackson,42,58614.88,138014.92,2300.25,2024-06-18,0
1435,Gina Wallace,47,56956.24,177143.93,2952.4,2024-04-09,0
1436,Steven Williams,31,83548.0,253511.24,4225.19,2024-07-16,0
1437,Jeffery White,44,54876.18,164676.13,2744.6,2024-10-07,0
1438,Lori Vaughn,36,60802.84,189794.16,3163.24,2024-08-10,0
1439,Emily Roth,53,54921.3,208150.08,3469.17,2024-11-21,0
1440,Rhonda Miller,38,46608.19,151793.89,2529.9,2025-02-11,0
1441,Julie Anderson,53,81687.97,245730.3,4095.5,2024-12-30,0
1442,Melissa Davis,27,86215.31,217695.47,3628.26,2024-06-18,0
1443,Michelle Marshall,54,50497.83,168268.55,2804.48,2024-05-18,0
1444,Briana Huang,48,54257.74,159416.59,2656.94,2024-05-29,0
1445,Jenna Lyons,44,54001.51,169275.69,2821.26,2024-11-03,0
1446,Scott Nguyen,50,53519.98,223011.24,3716.85,2024-08-26,0
1447,John Bell,44,77957.8,176337.93,2938.97,2024-08-16,0
1448,Diane Bailey,44,48242.58,195406.06,3256.77,2024-09-29,0
1449,Brian Roth,52,70790.27,231565.55,3859.43,2024-12-24,0
1450,Justin Jones,53,41259.07,100920.04,1682.0,2024-06-15,0
1451,Jennifer Gutierrez,47,62818.97,209573.54,3492.89,2024-10-17,0
1452,Christopher Olson,38,78564.81,250612.62,4176.88,2024-03-15,0
1453,Robert Garza,33,66906.61,198282.85,3304.71,2024-12-19,0
1454,Ms. Gloria Benson,36,84131.71,287235.32,4787.26,2024-04-26,0
1455,Angela Galvan,23,72022.71,251262.58,4187.71,2024-09-28,0
1456,Ashley Carlson,34,64995.18,118779.65,1979.66,2024-06-24,0
1457,Samantha Thompson,43,79440.95,194346.06,3239.1,2024-07-25,0
1458,Brian Cervantes,32,61963.11,163005.36,2716.76,2024-12-14,0
1459,Erin Newman,59,62142.14,168475.09,2807.92,2024-03-13,0
1460,Robert Clay,54,63223.44,145191.3,2419.86,2025-02-03,0
1461,Rhonda Sherman,45,59894.33,173226.09,2887.1,2024-11-01,0
1462,Joseph Price,51,67093.76,194119.96,3235.33,2024-09-30,0
1463,Daniel Rich,42,69940.89,181596.63,3026.61,2024-06-14,0
1464,Susan Torres,31,34028.53,94474.39,1574.57,2025-02-16,0
1465,William Cooper,41,39146.67,120527.93,2008.8,2024-03-24,0
1466,Lisa Dixon,30,56306.37,185690.03,3094.83,2025-01-13,0
1467,Edward Wood,30,60010.65,174767.55,2912.79,2024-09-19,0
1468,April Castro,49,59871.48,120071.08,2001.18,2024-07-07,0
1469,Douglas Johnson,47,71158.53,183848.55,3064.14,2024-08-04,0
1470,Jennifer Flores,49,32343.1,82631.48,1377.19,2024-07-16,0
1471,Jeffrey Clark,24,76626.85,245899.34,4098.32,2024-04-26,0
1472,Cole Cruz,38,70474.81,202511.07,3375.18,2025-02-12,0
1473,Jason Roberts,24,50959.92,108290.12,1804.84,2025-01-22,0
1474,Brandy Jones,56,77266.94,223338.86,3722.31,2024-02-25,0
1475,Stephen Barrett,57,35043.7,123513.72,2058.56,2024-04-11,0
1476,Martin Perry,22,66440.11,211931.98,3532.2,2024-08-14,0
1477,Melissa Conrad,37,58133.59,157860.97,2631.02,2024-10-18,0
1478,Jordan Arnold,49,80152.35,167825.61,2797.09,2024-08-11,0
1479,Darius Coleman,28,54168.83,226198.26,3769.97,2024-02-21,0
1480,Sarah Young,47,64456.25,245617.85,4093.63,2024-08-31,0
1481,Timothy Johnston,41,53988.16,230108.24,3835.14,2024-03-02,0
1482,Laura Bush,33,46737.62,79724.64,1328.74,2024-04-02,0
1483,Tonya Miller,35,60635.28,198556.75,3309.28,2024-11-28,0
1484,Victoria Terrell,47,54803.6,120250.95,2004.18,2024-12-17,0
1485,Jose Mills,23,20000.0,64236.73,1070.61,2024-10-12,0
1486,John Harmon,34,59543.4,175580.93,2926.35,2024-11-04,0
1487,Mark Yates,23,74404.57,240419.16,4006.99,2024-06-19,0
1488,Stephanie Nichols,24,67109.01,177146.78,2952.45,2024-02-23,0
1489,Jose Harrison,57,88617.13,262637.14,4377.29,2024-11-29,0
1490,Harry Levine,27,34132.43,89779.68,1496.33,2024-06-12,0
1491,Andrew Livingston,39,40071.31,119986.62,1999.78,2024-12-06,0
1492,Richard Green,51,75120.06,204717.02,3411.95,2024-10-20,0
1493,Christopher Williams,53,44655.82,121062.25,2017.7,2024-06-11,0
1494,Lori Mitchell,48,53816.69,186030.14,3100.5,2024-03-22,0
1495,Billy Bowers,36,80621.98,197653.42,3294.22,2024-05-26,0
1496,Douglas Hodge,44,41877.32,120364.19,2006.07,2024-02-24,0
1497,Lindsey Kent,24,54946.53,171862.83,2864.38,2024-12-01,0
1498,Jeremy Morton,42,51290.28,138191.78,2303.2,2024-05-30,0
1499,Cynthia White,59,70217.78,228278.68,3804.64,2024-09-10,0
1500,Grace Miller,56,66157.98,227592.88,3793.21,2024-04-15,0
1501,Samantha Monroe,31,43700.62,111521.47,1858.69,2024-12-07,0
1502,Patricia Young MD,55,60739.62,205568.37,3426.14,2024-10-23,0
1503,Kenneth Wilkinson,22,54493.94,144277.55,2404.63,2024-03-11,0
1504,Nicole Wilson,34,90229.13,328914.25,5481.9,2024-04-24,0
1505,John Alvarez,25,75496.12,264683.62,4411.39,2024-12-07,0
1506,Cynthia Vega,33,45012.0,139982.75,2333.05,2024-07-19,0
1507,Charles Berg,29,67593.61,251695.14,4194.92,2024-02-23,0
1508,Robert Reyes,33,57697.68,113670.06,1894.5,2024-06-20,0
1509,Melanie Williams,32,107280.85,261577.85,4359.63,2025-02-09,0
1510,Heather Richard,42,66227.31,176758.05,2945.97,2024-10-13,0
1511,Shannon Rogers,50,52171.4,169736.45,2828.94,2024-06-01,0
1512,Dawn Silva,42,62123.26,111106.01,1851.77,2024-08-16,0
1513,Nicole Navarro,51,54725.62,172260.65,2871.01,2024-10-04,0
1514,Kelly Byrd,59,29023.75,87484.22,1458.07,2024-04-28,0
1515,Adam Smith,43,62303.23,191348.91,3189.15,2024-03-16,0
1516,Brent Garcia,27,68952.93,198849.75,3314.16,2024-08-10,0
1517,Nicholas King,45,84650.67,269216.55,4486.94,2024-03-03,0
1518,Brandon Mays,42,77720.39,186553.14,3109.22,2024-10-31,0
1519,Claire Greene,45,95861.49,305658.77,5094.31,2024-04-06,0
1520,Barbara Gates,49,82472.93,242045.41,4034.09,2024-04-09,0
1521,Phillip Wong,53,49274.05,132796.01,2213.27,2024-12-26,0
1522,Stephanie Dominguez,44,59602.27,190073.75,3167.9,2024-05-27,0
1523,Matthew Jones,42,58813.99,159411.67,2656.86,2024-08-13,0
1524,Destiny Simmons,58,53750.18,154267.12,2571.12,2025-02-03,0
1525,Patricia Scott,39,59083.47,160941.66,2682.36,2024-12-18,0
1526,Richard Reyes,51,41470.79,101144.08,1685.73,2024-06-27,0
1527,Deanna Hess MD,32,48282.65,138576.03,2309.6,2024-03-16,0
1528,Timothy Bishop Jr.,54,62790.2,221668.0,3694.47,2024-08-28,0
1529,Joshua Reynolds,25,83978.07,285614.81,4760.25,2024-10-14,0
1530,Susan Baldwin,51,66862.75,229348.02,3822.47,2024-03-30,0
1531,Benjamin Luna,37,84314.64,248176.76,4136.28,2024-12-16,0
1532,Steven Hernandez,29,67754.2,195758.37,3262.64,2024-10-24,0
1533,Andrew Myers,47,62745.9,148422.29,2473.7,2024-04-17,0
1534,Summer Andrews,50,35761.7,112643.06,1877.38,2024-09-06,0
1535,Patricia Mendoza,33,61247.85,137189.8,2286.5,2024-07-24,0
1536,Priscilla Floyd,39,63592.34,203484.33,3391.41,2024-09-15,0
1537,James Norris,23,80550.65,175887.26,2931.45,2024-12-17,0
1538,Mr. Timothy Howard,44,53780.76,186726.96,3112.12,2024-11-09,0
1539,Anthony Shea,53,81932.94,264177.84,4402.96,2024-10-27,0
1540,Joseph Woodward,32,62026.08,148002.43,2466.71,2024-03-21,0
1541,Paige Roberts,36,63754.43,217055.66,3617.59,2024-05-07,0
1542,Andrew Cruz,36,71455.47,254644.93,4244.08,2024-05-03,0
1543,James Rodriguez,22,68580.09,181575.1,3026.25,2024-11-12,0
1544,Bradley Chen,58,69974.33,175349.96,2922.5,2024-11-30,0
1545,Andrew Johnson,48,59810.34,183199.09,3053.32,2024-10-06,0
1546,James Sparks,37,54047.43,174809.65,2913.49,2024-10-25,0
1547,Joseph Flowers,46,65976.66,212353.5,3539.22,2024-08-11,0
1548,Alexis Morgan,49,21655.23,66497.15,1108.29,2024-06-29,0
1549,Amanda Wilson,55,57302.75,176543.52,2942.39,2024-12-28,0
1550,Kelly Bentley,59,43520.69,161472.73,2691.21,2025-01-21,0
1551,Brittany Riley,29,46329.97,110758.39,1845.97,2025-02-12,0
1552,Nicolas Burns,31,47054.48,102980.31,1716.34,2024-02-26,0
1553,Thomas Williams,46,80266.09,276363.82,4606.06,2024-11-17,0
1554,Alexis Chen,58,38377.2,105078.7,1751.31,2025-02-04,0
1555,Riley Bryant,39,75822.89,220383.56,3673.06,2024-04-25,0
1556,Amy Roth,55,64415.12,246880.9,4114.68,2024-04-03,0
1557,Robert Walker PhD,36,51177.68,189824.13,3163.74,2024-08-02,0
1558,Russell Rojas,26,66383.04,192215.13,3203.59,2024-07-24,0
1559,William Johnston,53,46763.11,107004.03,1783.4,2024-04-12,0
1560,Vincent Lewis,48,42625.71,92037.92,1533.97,2024-03-07,0
1561,Gabriela Martinez,47,63346.31,223491.61,3724.86,2024-04-13,0
1562,Carol Wood,43,85265.23,298429.23,4973.82,2024-04-23,0
1563,Timothy Williams,25,56907.23,159334.74,2655.58,2024-03-28,0
1564,Lynn Bennett,45,56354.08,169126.71,2818.78,2024-04-20,0
1565,John Smith,52,64361.12,181476.24,3024.6,2024-04-28,0
1566,Michelle Wheeler,55,47651.92,168895.0,2814.92,2024-06-08,0
1567,Robert Barton,47,58399.86,208757.87,3479.3,2024-11-13,0
1568,Charles Nelson,36,80070.38,254973.64,4249.56,2024-08-11,0
1569,Todd Bishop,51,70401.0,208064.29,3467.74,2024-03-04,0
1570,Michelle Salazar,43,65825.64,194355.99,3239.27,2024-03-24,0
1571,Rachel Bailey,33,71865.45,230378.92,3839.65,2024-02-20,0
1572,Cheryl Downs,52,27019.61,98886.85,1648.11,2024-03-27,0
1573,Shari Hatfield,41,55293.88,177497.59,2958.29,2024-09-03,0
1574,Randy Hopkins,58,32070.75,98013.36,1633.56,2024-06-05,0
1575,Brian Hernandez,39,53508.39,181763.14,3029.39,2025-01-11,0
